data_fato,qtde_boletins,tipo,natureza,horaFato,descBairro
2016-01-05,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,13,VILA IZABEL
2016-01-05,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",16,SANTA QUITERIA
2016-01-05,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",17,SANTA FELICIDADE
2016-01-05,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",19,HAUER
2016-01-05,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,23,BAIRRO ALTO
2016-01-06,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",10,CAMPO DE SANTANA
2016-01-06,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,10,SAO FRANCISCO
2016-01-06,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,10,SAO FRANCISCO
2016-01-06,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",11,SITIO CERCADO
2016-01-06,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,TATUQUARA
2016-01-06,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",15,CIDADE INDUSTRIAL
2016-01-06,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,BOQUEIRAO
2016-01-06,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,19,CAPAO DA IMBUIA
2016-01-06,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,SITIO CERCADO
2016-01-06,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,23,SITIO CERCADO
2016-01-07,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,11,TATUQUARA
2016-01-07,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,12,CENTRO
2016-01-07,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,CENTRO
2016-01-07,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,CIDADE INDUSTRIAL
2016-01-07,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,CIC
2016-01-07,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,CIC
2016-01-07,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,CENTRO
2016-01-07,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,TATUQUARA
2016-01-07,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",21,ALTO BOQUEIRAO
2016-01-07,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",23,CIC
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,9,PINHEIRINHO
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,10,SITIO CERCADO
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,11,VISTA ALEGRE
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,12,BOQUEIRAO
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,PORTAO
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,SAO BRAZ
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,CAPAO DA IMBUIA
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,BATEL
2016-01-08,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",23,CENTRO
2016-01-08,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",23,JUVEVE
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,23,JUVEVE
2016-01-08,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,23,BIGORRILHO
2016-01-09,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,0,TATUQUARA
2016-01-09,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2,SITIO CERCADO
2016-01-09,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",9,CENTRO
2016-01-09,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,9,CENTRO
2016-01-09,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",15,BAIRRO ALTO
2016-01-09,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",17,BAIRRO ALTO
2016-01-09,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,MERCES
2016-01-09,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,PINHEIRINHO
2016-01-09,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,SITIO CERCADO
2016-01-10,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",15,CAJURU
2016-01-10,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,GANCHINHO
2016-01-10,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",15,CAJURU
2016-01-10,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,SITIO CERCADO
2016-01-10,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,CENTRO
2016-01-10,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",23,CIDADE INDUSTRIAL
2016-01-11,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,10,UMBARA
2016-01-11,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,CIC
2016-01-11,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,CIC
2016-01-11,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,CAJURU
2016-01-11,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,SITIO CERCADO
2016-01-12,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,0,SITIO CERCADO
2016-01-12,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,10,CENTRO
2016-01-12,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,BAIRRO ALTO
2016-01-12,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,BAIRRO ALTO
2016-01-12,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",22,CENTRO
2016-01-12,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",22,SITIO CERCADO
2016-01-12,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,23,TATUQUARA
2016-01-13,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,2,PORTAO
2016-01-13,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,10,CAJURU
2016-01-13,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",11,CIDADE INDUSTRIAL
2016-01-13,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,JARDIM BOTANICO
2016-01-13,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",18,BOQUEIRAO
2016-01-13,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",18,UBERABA
2016-01-13,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,CIC
2016-01-14,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,0,CIC
2016-01-14,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,2,PRADO VELHO
2016-01-14,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",13,PAROLIN
2016-01-14,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,PORTAO
2016-01-14,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",21,GUABIROTUBA
2016-01-14,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,CENTRO
2016-01-14,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",23,CIC
2016-01-15,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,11,PINHEIRINHO
2016-01-15,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,PORTAO
2016-01-15,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",16,UBERABA
2016-01-15,2,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,BAIRRO ALTO
2016-01-15,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,SITIO CERCADO
2016-01-15,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,SITIO CERCADO
2016-01-15,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,PORTAO
2016-01-16,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,7,SITIO CERCADO
2016-01-16,2,DROGAS,DROGAS PARA O CONSUMO PESSOAL,12,CIC
2016-01-16,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,CAJURU
2016-01-16,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,CAMPO DE SANTANA
2016-01-16,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",15,CAJURU
2016-01-16,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,SITIO CERCADO
2016-01-16,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",16,HAUER
2016-01-16,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,19,UBERABA
2016-01-16,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,19,SITIO CERCADO
2016-01-16,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,SITIO CERCADO
2016-01-16,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",22,CAJURU
2016-01-16,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,CAJURU
2016-01-17,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,0,XAXIM
2016-01-17,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",1,CENTRO
2016-01-17,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",8,XAXIM
2016-01-17,2,DROGAS,DROGAS PARA O CONSUMO PESSOAL,8,XAXIM
2016-01-17,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,9,SITIO CERCADO
2016-01-17,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",12,GANCHINHO
2016-01-17,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,12,CENTRO
2016-01-17,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,BACACHERI
2016-01-17,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,BACACHERI
2016-01-17,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,BACACHERI
2016-01-17,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,BACACHERI
2016-01-17,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,BATEL
2016-01-17,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,CAPAO RASO
2016-01-18,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,8,PINHEIRINHO
2016-01-18,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,13,SANTA QUITERIA
2016-01-18,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",18,PRADO VELHO
2016-01-18,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",23,JARDIM SOCIAL
2016-01-19,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,0,BOA VISTA
2016-01-19,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,CENTRO
2016-01-19,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,CENTRO
2016-01-19,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,JARDIM BOTANICO
2016-01-19,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,VILA IZABEL
2016-01-19,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,FAZENDINHA
2016-01-20,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",18,CENTRO
2016-01-20,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",20,SAO FRANCISCO
2016-01-20,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,SITIO CERCADO
2016-01-20,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,BATEL
2016-01-20,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,SAO FRANCISCO
2016-01-21,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,4,TATUQUARA
2016-01-21,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",6,PRADO VELHO
2016-01-21,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,10,PINHEIRINHO
2016-01-21,2,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",12,CAJURU
2016-01-21,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,13,TATUQUARA
2016-01-21,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,UBERABA
2016-01-21,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,TATUQUARA
2016-01-21,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",19,SITIO CERCADO
2016-01-22,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,0,SITIO CERCADO
2016-01-22,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,BOA VISTA
2016-01-22,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,TATUQUARA
2016-01-22,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",16,ATUBA
2016-01-22,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,BACACHERI
2016-01-22,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,19,SITIO CERCADO
2016-01-22,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",21,CENTRO
2016-01-22,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,CENTRO
2016-01-22,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,CAMPO DE SANTANA
2016-01-23,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",8,BAIRRO ALTO
2016-01-23,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,11,CAMPO DE SANTANA
2016-01-23,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,PINHEIRINHO
2016-01-23,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,BOQUEIRAO
2016-01-23,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,XAXIM
2016-01-23,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",16,BAIRRO ALTO
2016-01-23,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,CIC
2016-01-23,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",19,CENTRO
2016-01-23,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,CAJURU
2016-01-23,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",23,CIC
2016-01-24,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",0,CIC
2016-01-24,2,DROGAS,DROGAS PARA O CONSUMO PESSOAL,4,ORLEANS
2016-01-24,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,CAPAO RASO
2016-01-24,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,BACACHERI
2016-01-24,2,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,CENTRO
2016-01-24,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,PINHEIRINHO
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,1,CIC
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,3,ALTO DA RUA XV
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,8,TATUQUARA
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,13,PORTAO
2016-01-25,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",16,UBERABA
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,CIDADE INDUSTRIAL
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,CENTRO
2016-01-25,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",17,NOVO MUNDO
2016-01-25,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",17,CIDADE INDUSTRIAL
2016-01-25,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",19,PRADO VELHO
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,TATUQUARA
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,SITIO CERCADO
2016-01-25,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,CAMPO DE SANTANA
2016-01-26,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",0,CENTRO
2016-01-26,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",9,AGUA VERDE
2016-01-26,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,11,PINHEIRINHO
2016-01-26,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",11,TATUQUARA
2016-01-26,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,TATUQUARA
2016-01-26,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,CAPAO DA IMBUIA
2016-01-26,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",19,PILARZINHO
2016-01-26,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",20,SITIO CERCADO
2016-01-26,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,SITIO CERCADO
2016-01-26,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",20,CAMPO COMPRIDO
2016-01-26,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,CAMPO COMPRIDO
2016-01-26,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,ALTO BOQUEIRAO
2016-01-26,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",22,CENTRO
2016-01-26,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,23,SANTA QUITERIA
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,0,XAXIM
2016-01-27,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",3,CRISTO REI
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,10,AGUA VERDE
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,GANCHINHO
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,SITIO CERCADO
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,XAXIM
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,19,BATEL
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,19,CENTRO
2016-01-27,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",20,CENTRO
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,CENTRO CIVICO
2016-01-27,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,SITIO CERCADO
2016-01-28,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,1,TATUQUARA
2016-01-28,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,TATUQUARA
2016-01-28,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",15,UBERABA
2016-01-28,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,UBERABA
2016-01-28,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",20,CENTRO
2016-01-28,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,CIC
2016-01-28,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",22,CIC
2016-01-29,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",0,SITIO CERCADO
2016-01-29,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,1,NOVO MUNDO
2016-01-29,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,3,SITIO CERCADO
2016-01-29,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",9,ATUBA
2016-01-29,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,11,PINHEIRINHO
2016-01-29,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,CIC
2016-01-29,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",15,PRADO VELHO
2016-01-29,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,REBOUCAS
2016-01-29,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,SITIO CERCADO
2016-01-30,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,9,CIC
2016-01-30,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",13,CAMPINA DO SIQUEIRA
2016-01-30,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,13,SITIO CERCADO
2016-01-30,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,CIC
2016-01-30,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",16,CAJURU
2016-01-30,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,SITIO CERCADO
2016-01-30,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",17,CAJURU
2016-01-30,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,TINGUI
2016-01-30,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",19,SITIO CERCADO
2016-01-30,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,20,SITIO CERCADO
2016-01-31,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2,ALTO DA RUA XV
2016-01-31,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,2,SAO BRAZ
2016-01-31,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,9,PINHEIRINHO
2016-01-31,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,CABRAL
2016-02-01,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",1,PAROLIN
2016-02-01,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,8,SANTO INACIO
2016-02-01,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,12,CENTRO
2016-02-01,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,CAJURU
2016-02-01,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",18,PILARZINHO
2016-02-01,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,18,CENTRO
2016-02-01,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",22,CAJURU
2016-02-02,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,9,JARDIM SOCIAL
2016-02-02,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,13,FAZENDINHA
2016-02-02,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,CAJURU
2016-02-02,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",14,CENTRO
2016-02-02,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",18,SITIO CERCADO
2016-02-03,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,14,SITIO CERCADO
2016-02-03,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,15,PRADO VELHO
2016-02-03,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,16,CAPAO DA IMBUIA
2016-02-03,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,CAPAO DA IMBUIA
2016-02-03,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,17,SITIO CERCADO
2016-02-03,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",20,BOQUEIRAO
2016-02-03,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,21,CENTRO
2016-02-03,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,22,SANTA FELICIDADE
2016-02-03,1,DROGAS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",23,CENTRO
2016-02-04,1,DROGAS,DROGAS PARA O CONSUMO PESSOAL,8,CAPAO RASO
