id,data_fato,tipo_ocorrencia,geox,geoy,bairro
389755,2020-04-10,Furto e Roubo,-49.261904293897,-25.472379867769998,FANNY
389841,2020-04-10,Furto e Roubo,-49.294287100095,-25.495045611686002,NOVO MUNDO
389853,2020-04-10,Furto e Roubo,-49.287042110972,-25.494924202178996,NOVO MUNDO
389869,2020-04-10,Furto e Roubo,-49.269841178895,-25.425371418979,CENTRO
389885,2020-04-10,Furto e Roubo,-49.242202645174,-25.426344447377,CENTRO
389904,2020-04-10,Furto e Roubo,-49.206544659056995,-25.488005506978002,UBERABA
390079,2020-04-10,Furto e Roubo,-49.276912877609995,-25.43317641178,CENTRO
390093,2020-04-10,Furto e Roubo,-49.29684394177,-25.495037743305,NOVO MUNDO
390606,2020-04-10,Furto e Roubo,-49.259069937565,-25.389218770638,BOA VISTA
390610,2020-04-10,Furto e Roubo,-49.210807015584,-25.390723898131,TINHUI
390821,2020-04-10,Furto e Roubo,-49.281304543681,-25.433481509847997,CENTRO
390827,2020-04-10,Furto e Roubo,-49.263368747503,-25.428688910458998,CENTRO
390858,2020-04-10,Furto e Roubo,-49.337900694506,-25.4073048965,SANTA FELICIDADE
390961,2020-04-10,Furto e Roubo,-49.287949015048,-25.502084227791,CAPAO RASO
391034,2020-04-10,Furto e Roubo,-49.262306960098,-25.450684658674003,AGUA VERDE
391122,2020-04-10,Furto e Roubo,-49.32526917623299,-25.45911954995,CAMPO COMPRIDO
391771,2020-04-10,Furto e Roubo,-49.257254608873,-25.410840850917,AHU
391803,2020-04-10,Furto e Roubo,-49.331572405852,-25.6011726425,CAMPO DE SANTANA
392865,2020-04-10,Furto e Roubo,-49.203265898226995,-25.4239064002,BAIRRO ALTO
392923,2020-04-10,Furto e Roubo,-49.244606466948994,-25.39080877371,BOA VISTA
394139,2020-04-10,Furto e Roubo,-49.239918645326995,-25.541229858372002,ALTO BOQUEIRAO
394597,2020-04-10,Furto e Roubo,-49.269836365365,-25.423141867865,CENTRO CIVICO
394603,2020-04-10,Furto e Roubo,-49.351813717075004,-25.480938756028,CIDADE INDUSTRIAL
394613,2020-04-10,Furto e Roubo,-49.279201892325,-25.412151663472,BOM RETIRO
394937,2020-04-10,Furto e Roubo,-49.275706780398,-25.423346361714,SAO FRANCISCO
395099,2020-04-10,Furto e Roubo,-49.24496293622,-25.429341191504,CRISTO REI
395180,2020-04-10,Furto e Roubo,-49.30274043295999,-25.472909869539,NOVO MUNDO
395240,2020-04-10,Furto e Roubo,-49.257858427352,-25.47386765639,HAUER
395273,2020-04-10,Furto e Roubo,-49.267790055818004,-25.550761577948,SITIO CERCADO
395461,2020-04-10,Furto e Roubo,-49.272499390838,-25.436246648087,CENTRO
395654,2020-04-10,Furto e Roubo,-49.295149690624,-25.474159127451,PORTAO
395806,2020-04-10,Furto e Roubo,-49.274567895768996,-25.457118964120998,AGUA VERDE
395993,2020-04-10,Furto e Roubo,-49.271762288652,-25.431346672282,CENTRO
396049,2020-04-10,Furto e Roubo,-49.221492899313,-25.429207968305,TARUMA
396204,2020-04-10,Furto e Roubo,-49.224402198727,-25.502398051384002,BOQUEIRAO
396913,2020-04-10,Furto e Roubo,-49.232941668569005,-25.488216341689,BOQUEIRAO
400049,2020-04-10,Furto e Roubo,-49.277630956444995,-25.437064818223,CENTRO
400347,2020-04-10,Furto e Roubo,-49.253205131414006,-25.448192674197998,PRADO VELHO
400471,2020-04-10,Furto e Roubo,-49.272459295434,-25.433540309325,CENTRO
400579,2020-04-10,Furto e Roubo,-49.274912975136004,-25.526456378628,PINHEIRINHO
402499,2020-04-10,Furto e Roubo,-49.228271701225005,-25.437382618330002,CAPAO DA IMBUIA
403549,2020-04-10,Furto e Roubo,-49.21134588551,-25.451540674106003,CAJURU
404030,2020-04-10,Furto e Roubo,-49.29827910542,-25.486208516843,NOVO MUNDO
404181,2020-04-10,Furto e Roubo,-49.253281217663,-25.432883612965004,CRISTO REI
404411,2020-04-10,Furto e Roubo,-49.28197180930199,-25.436224279064003,AGUA VERDE
404526,2020-04-10,Furto e Roubo,-49.264269713416006,-25.421140747781,ALTO DA GLORIA
404821,2020-04-10,Furto e Roubo,-49.243766454563996,-25.532834997075,UMBARA
409298,2020-04-10,Furto e Roubo,-49.252911741950996,-25.540418438014,SITIO CERCADO
410249,2020-04-10,Furto e Roubo,-49.291278326001,-25.453909717642002,VILA IZABEL
412879,2020-04-10,Furto e Roubo,-49.266694703829,-25.514697273532,XAXIM
448179,2020-04-10,Furto e Roubo,-49.295720445674,-25.497852991788,CAPAO RASO
454850,2020-04-10,Furto e Roubo,-49.272211260946996,-25.425627683345,CENTRO
466220,2020-04-10,Furto e Roubo,-49.260994260548,-25.539304195271,SITIO CERCADO
466579,2020-04-10,Furto e Roubo,-49.337835054808,-25.483026756632,CIDADE INDUSTRIAL
472952,2020-04-10,Furto e Roubo,-49.218075893454,-25.453879442735,CAJURU
477762,2020-04-10,Furto e Roubo,-49.29962457236,-25.433873434387003,BIGORRILHO
390563,2020-04-11,Furto e Roubo,-49.266980253993,-25.422688738907,ALTO DA GLORIA
390685,2020-04-11,Furto e Roubo,-49.281843048382996,-25.558837751692,SITIO CERCADO
390785,2020-04-11,Furto e Roubo,-49.295640153452,-25.515785618481,PINHEIRINHO
390854,2020-04-11,Furto e Roubo,-49.295640153452,-25.515785618481,PINHEIRINHO
391091,2020-04-11,Furto e Roubo,-49.297742021763,-25.435081159251,BIGORRILHO
391113,2020-04-11,Furto e Roubo,-49.28730962090901,-25.49260642571,NOVO MUNDO
391278,2020-04-11,Furto e Roubo,-49.341387339532005,-25.39098448452,BUTIATUVINHA
391313,2020-04-11,Furto e Roubo,-49.348054278457,-25.498915352297,CIDADE INDUSTRIAL
391328,2020-04-11,Furto e Roubo,-49.229741344012005,-25.441962331901998,CAJURU
391604,2020-04-11,Furto e Roubo,-49.297543857716,-25.499300036844,CAPAO RASO
391667,2020-04-11,Furto e Roubo,-49.251596270523,-25.433788312361003,CRISTO REI
391699,2020-04-11,Furto e Roubo,-49.262237255258,-25.529257446163,SITIO CERCADO
391893,2020-04-11,Furto e Roubo,-49.313763199217995,-25.583372411106,TATUQUARA
391908,2020-04-11,Furto e Roubo,-49.251137749826,-25.435878652228,HUGO LANGE
391961,2020-04-11,Furto e Roubo,-49.211732244006996,-25.430243940741,TARUMA
392085,2020-04-11,Furto e Roubo,-49.347827059541,-25.412213231146,SAO BRAZ
392101,2020-04-11,Furto e Roubo,-49.273910324931,-25.431378865411002,CENTRO
392135,2020-04-11,Furto e Roubo,-49.243733393283,-25.428729599196,SEMINARIO
392145,2020-04-11,Furto e Roubo,-49.290109030165006,-25.465016189454,AGUA VERDE
392234,2020-04-11,Furto e Roubo,-49.27471010343,-25.420417025103003,BOM RETIRO
392706,2020-04-11,Furto e Roubo,-49.294855359970995,-25.496240386806,PINHEIRINHO
392854,2020-04-11,Furto e Roubo,-49.223806565697004,-25.39069229164,TINGUI
392878,2020-04-11,Furto e Roubo,-49.291132999034005,-25.508892596206998,PINHEIRINHO
392927,2020-04-11,Furto e Roubo,-49.300716870741,-25.488951097944003,NOVO MUNDO
392948,2020-04-11,Furto e Roubo,-49.33168675168999,-25.557867767473997,TATUQUARA
393063,2020-04-11,Furto e Roubo,-49.260714520631,-25.509752265973,XAXIM
393114,2020-04-11,Furto e Roubo,-49.21062783222,-25.463487614324002,CAJURU
393119,2020-04-11,Furto e Roubo,-49.244524387739,-25.437511567631997,REBOUCAS
393137,2020-04-11,Furto e Roubo,-49.263686876579,-25.415414275686,AHU
393186,2020-04-11,Furto e Roubo,-49.258851619126,-25.418512955803,ALTO DA GLORIA
393209,2020-04-11,Furto e Roubo,-49.209811117201006,-25.465120718163,CAJURU
393395,2020-04-11,Furto e Roubo,-49.27217566596,-25.450716954352004,AGUA VERDE
393444,2020-04-11,Furto e Roubo,-49.268255800556,-25.540543318959,SITIO CERCADO
394639,2020-04-11,Furto e Roubo,-49.266980253993,-25.422688738907,ALTO DA GLORIA
394668,2020-04-11,Furto e Roubo,-49.287117952359,-25.428942353790003,CENTRO
394755,2020-04-11,Furto e Roubo,-49.280059725609,-25.439738053399,BATEL
394890,2020-04-11,Furto e Roubo,-49.221492899313,-25.429207968305,TARUMA
395164,2020-04-11,Furto e Roubo,-49.253564173973,-25.435264668209,CRISTO REI
395315,2020-04-11,Furto e Roubo,-49.289610010968,-25.460614534022998,VILA IZABEL
395369,2020-04-11,Furto e Roubo,-49.315507683149995,-25.437848972072,CAMPANGNAT
395437,2020-04-11,Furto e Roubo,-49.294855359970995,-25.496240386806,PINHEIRINHO
395672,2020-04-11,Furto e Roubo,-49.214232501001995,-25.435444157771002,TARUMA
395802,2020-04-11,Furto e Roubo,-49.315507683149995,-25.437848972072,CAMPINA DO SIQUEIRA
395828,2020-04-11,Furto e Roubo,-49.259700809118,-25.511770967565997,XAXIM
396106,2020-04-11,Furto e Roubo,-49.333666549002,-25.556835242895,TATUQUARA
396143,2020-04-11,Furto e Roubo,-49.294124856269995,-25.473515155049,PORTAO
396166,2020-04-11,Furto e Roubo,-49.294124856269995,-25.473515155049,PORTAO
396446,2020-04-11,Furto e Roubo,-49.324318345083,-25.385298202884,SANTA FELICIDADE
396832,2020-04-11,Furto e Roubo,-49.264411978263,-25.505485720696,XAXIM
396900,2020-04-11,Furto e Roubo,-49.218426173473,-25.434007619298,CAPAO DA IMBUIA
397147,2020-04-11,Furto e Roubo,-49.229684372857,-25.450967664642,JARDIM DAS AMERICAS
397348,2020-04-11,Furto e Roubo,-49.29145158422,-25.474275694464,PORTAO
397353,2020-04-11,Furto e Roubo,-49.262056976306,-25.434102286081,CENTRO
397570,2020-04-11,Furto e Roubo,-49.292785790882995,-25.481845084215003,NOVO MUNDO
398042,2020-04-11,Furto e Roubo,-49.287511709778,-25.446236195204,PORTAO
398108,2020-04-11,Furto e Roubo,-49.210807015584,-25.390723898131,TINGUI
398336,2020-04-11,Furto e Roubo,-49.325161739167996,-25.508563466360997,CIDADE INDUSTRIAL
398798,2020-04-11,Furto e Roubo,-49.201688378563006,-25.422253170903,BAIRRO ALTO
398971,2020-04-11,Furto e Roubo,-49.207230002829,-25.399490588029,BAIRRO ALTO
399021,2020-04-11,Furto e Roubo,-49.218458567333,-25.433993350852,CAPAO DA IMBUIA
399626,2020-04-11,Furto e Roubo,-49.251279311349,-25.55800969968,SITIO CERCADO
399767,2020-04-11,Furto e Roubo,-49.325293158102,-25.530434406114,CIDADE INDUSTRIAL
400329,2020-04-11,Furto e Roubo,-49.289593834214,-25.394379912168997,PILARZINHO
400578,2020-04-11,Furto e Roubo,-49.35863345639,-25.424268617804,ORLEANS
400675,2020-04-11,Furto e Roubo,-49.273673215826996,-25.431871759619998,ALTO DA XV
401173,2020-04-11,Furto e Roubo,-49.29094798767299,-25.445653413060004,BATEL
401918,2020-04-11,Furto e Roubo,-49.243733393283,-25.428729599196,BATEL
403039,2020-04-11,Furto e Roubo,-49.272743678165,-25.540102518951002,SITIO CERCADO
403079,2020-04-11,Furto e Roubo,-49.24962213294,-25.403217574657003,CABRAL
403582,2020-04-11,Furto e Roubo,-49.324605632599,-25.540573035763,CIDADE INDUSTRIAL
403839,2020-04-11,Furto e Roubo,-49.274759231394995,-25.453438816261002,AGUA VERDE
403904,2020-04-11,Furto e Roubo,-49.271648423101,-25.442998852383,REBOUCAS
403951,2020-04-11,Furto e Roubo,-49.274237705473006,-25.443987917090002,REBOUCAS
404014,2020-04-11,Furto e Roubo,-49.272535710283,-25.440934474513,REBOUCAS
404228,2020-04-11,Furto e Roubo,-49.310888712655,-25.458018780693003,SANTA QUITERIA
404341,2020-04-11,Furto e Roubo,-49.286389237803,-25.448533689311,AGUA VERDE
404452,2020-04-11,Furto e Roubo,-49.231142249464,-25.500707726011,BOQUEIRAO
407003,2020-04-11,Furto e Roubo,-49.281799714552,-25.424500748824002,SAO FRANCISCO
407437,2020-04-11,Furto e Roubo,-49.271106843802,-25.455617830083,AGUA VERDE
407612,2020-04-11,Furto e Roubo,-49.272785071672004,-25.431527573832003,CENTRO
410346,2020-04-11,Furto e Roubo,-49.22967264880901,-25.503520659302,BOQUEIRAO
411102,2020-04-11,Furto e Roubo,-49.265426131838,-25.432061039748,CENTRO
411519,2020-04-11,Furto e Roubo,-49.287633947131994,-25.422118903867997,AGUA VERDE
414213,2020-04-11,Furto e Roubo,-49.272009120001,-25.427649401146002,CENTRO CIVICO
418503,2020-04-11,Furto e Roubo,-49.275933631285,-25.431349918787,CENTRO
418526,2020-04-11,Furto e Roubo,-49.266094332879,-25.429860730291,CENTRO
418570,2020-04-11,Furto e Roubo,-49.272287659967006,-25.429327916549,CENTRO
424861,2020-04-11,Furto e Roubo,-49.272882218676,-25.432745401709,CENTRO
425986,2020-04-11,Furto e Roubo,-49.249168469759,-25.477646498456,HAUER
442452,2020-04-11,Furto e Roubo,-49.329738868441,-25.580078080003,CAMPO DE SANTANA
443076,2020-04-11,Furto e Roubo,-49.252842181805,-25.555193467147998,SITIO CERCADO
444984,2020-04-11,Furto e Roubo,-49.324346307842,-25.579414193325,CAMPO DE SANTANA
446724,2020-04-11,Furto e Roubo,-49.32386550338801,-25.588008962463004,CAMPO DE SANTANA
462716,2020-04-11,Furto e Roubo,-49.229453671119,-25.448709363126003,CAJURU
465893,2020-04-11,Furto e Roubo,-49.263028221487,-25.532907460938002,ALTO BOQUEIRAO
474173,2020-04-11,Furto e Roubo,-49.310782908741,-25.442901694251,CAMPINA DO SIQUEIRA
496449,2020-04-11,Furto e Roubo,-49.244524387739,-25.437511567631997,REBOUCAS
792456,2020-04-11,Furto e Roubo,-49.268597688669004,-25.532790570266,SITIO CERCADO
1053932,2020-04-12,Furto e Roubo,-49.295220855819,-25.490666190963,PORTAO
393107,2020-04-12,Furto e Roubo,-49.294427829363,-25.472129299369,PORTAO
393217,2020-04-12,Furto e Roubo,-49.209545027770005,-25.383620892154998,ATUBA
393219,2020-04-12,Furto e Roubo,-49.270234146573,-25.432308610786,CENTRO
393237,2020-04-12,Furto e Roubo,-49.34959877595,-25.447426005679002,CIC
393241,2020-04-12,Furto e Roubo,-49.259054247902,-25.43139677354,CENTRO
393353,2020-04-12,Furto e Roubo,-49.20265870396,-25.462769984060998,CAJURU
393370,2020-04-12,Furto e Roubo,-49.294289473444,-25.5439693611,SITIO CERCADO
393824,2020-04-12,Furto e Roubo,-49.273591357745,-25.453395211244,AGUA VERDE
393932,2020-04-12,Furto e Roubo,-49.218330946651,-25.508739879699,BOQUEIRAO
393961,2020-04-12,Furto e Roubo,-49.303116377405004,-25.53488302086,CIDADE INDUSTRIAL
394061,2020-04-12,Furto e Roubo,-49.336093903978,-25.526881954084,CIDADE INDUSTRIAL
394078,2020-04-12,Furto e Roubo,-49.232564431373994,-25.516978013168,BOQUEIRAO
394926,2020-04-12,Furto e Roubo,-49.239369756470005,-25.437622221332997,CAJURU
395029,2020-04-12,Furto e Roubo,-49.33607730949,-25.526924459708,CIDADE INDUSTRIAL
395219,2020-04-12,Furto e Roubo,-49.337383413882996,-25.570331528784,TATUQUARA
395381,2020-04-12,Furto e Roubo,-49.216163222212,-25.444726868078,CAJURU
395596,2020-04-12,Furto e Roubo,-49.317331489658,-25.463913707996998,SANTA QUITERIA
395607,2020-04-12,Furto e Roubo,-49.214614355345,-25.467073177835,CAJURU
395618,2020-04-12,Furto e Roubo,-49.278797335789,-25.471138657521,PORTAO
395659,2020-04-12,Furto e Roubo,-49.270406821978,-25.455867649635,AGUA VERDE
395684,2020-04-12,Furto e Roubo,-49.253205131414006,-25.448192674197998,PRADO VELHO
395704,2020-04-12,Furto e Roubo,-49.242768799901,-25.42756432976,ALTO DA RUA XV
395796,2020-04-12,Furto e Roubo,-49.294124856269995,-25.473515155049,PORTAO
395922,2020-04-12,Furto e Roubo,-49.261286703904,-25.427841403276,CENTRO
395969,2020-04-12,Furto e Roubo,-49.271013219828994,-25.429808105781003,CENTRO
396249,2020-04-12,Furto e Roubo,-49.244242795235,-25.543508727242,ALTO BOQUEIRAO
396254,2020-04-12,Furto e Roubo,-49.27229787144,-25.545401609916,SITIO CERCADO
396265,2020-04-12,Furto e Roubo,-49.19725910416199,-25.456872593171,CAJURU
396272,2020-04-12,Furto e Roubo,-49.312892105902,-25.496385995616997,CIDADE INDUSTRIAL
396476,2020-04-12,Furto e Roubo,-49.334546530725,-25.430493194828,SAO BRAZ
396661,2020-04-12,Furto e Roubo,-49.196420569714,-25.466682392129,CAJURU
396729,2020-04-12,Furto e Roubo,-49.245918702648,-25.48246488105,BOQUEIRAO
396762,2020-04-12,Furto e Roubo,-49.300997247569,-25.534640457106,CIDADE INDUSTRIAL
396938,2020-04-12,Furto e Roubo,-49.271931302549,-25.428786237984,CENTRO
397066,2020-04-12,Furto e Roubo,-49.263387401977994,-25.436287939236998,CENTRO
397084,2020-04-12,Furto e Roubo,-49.313981024227,-25.436965025559,MERCES
397160,2020-04-12,Furto e Roubo,-49.256759303568,-25.431714779656,ALTO DA RUA XV
397196,2020-04-12,Furto e Roubo,-49.27183189587,-25.411491623342,BOM RETIRO
397274,2020-04-12,Furto e Roubo,-49.33041665091601,-25.414435232722997,SAO BRAZ
397452,2020-04-12,Furto e Roubo,-49.294348579895,-25.46998112803,PORTAO
398174,2020-04-12,Furto e Roubo,-49.288287799386,-25.455458859208,AGUA VERDE
398698,2020-04-12,Furto e Roubo,-49.26063293758799,-25.412700965147,JUVEVE
399256,2020-04-12,Furto e Roubo,-49.246533689482,-25.399870410861002,BACACHERI
399261,2020-04-12,Furto e Roubo,-49.310468239509,-25.41399440196,SANTA FELICIDADE
399541,2020-04-12,Furto e Roubo,-49.280705189243,-25.543933377714,SITIO CERCADO
400094,2020-04-12,Furto e Roubo,-49.305069963817,-25.427277180378,BIGORRILHO
400332,2020-04-12,Furto e Roubo,-49.24694546052201,-25.482465276044998,BOQUEIRAO
400731,2020-04-12,Furto e Roubo,-49.245404999025,-25.541087824836,ALTO BOQUEIRAO
400926,2020-04-12,Furto e Roubo,-49.26959987991901,-25.392966092831998,SAO LOURENCO
401285,2020-04-12,Furto e Roubo,-49.210807015584,-25.390723898131,TINGUI
402769,2020-04-12,Furto e Roubo,-49.257254608873,-25.410840850917,CACHOEIRA
403392,2020-04-12,Furto e Roubo,-49.225549619569996,-25.386977554875003,TINGUI
404166,2020-04-12,Furto e Roubo,-49.252753969939,-25.452978716388998,GUABIROTUBA
404293,2020-04-12,Furto e Roubo,-49.261729100713,-25.353999227687,CACHOEIRA
404323,2020-04-12,Furto e Roubo,-49.272223351128,-25.430421526312,HAUER
404424,2020-04-12,Furto e Roubo,-49.28082186623,-25.445245492235,AGUA VERDE
404614,2020-04-12,Furto e Roubo,-49.267861351222,-25.461311076608,PAROLIN
406080,2020-04-12,Furto e Roubo,-49.290643161400006,-25.462964182649003,AGUA VERDE
406228,2020-04-12,Furto e Roubo,-49.271651357272994,-25.453091094474,AGUA VERDE
406267,2020-04-12,Furto e Roubo,-49.313877437863,-25.435392193337,MOSSUNGUE
406472,2020-04-12,Furto e Roubo,-49.22744069162599,-25.387923677291997,TINGUI
410447,2020-04-12,Furto e Roubo,-49.261286703904,-25.427841403276,CENTRO
419296,2020-04-12,Furto e Roubo,-49.263777459996994,-25.439984091684,REBOUCAS
420219,2020-04-12,Furto e Roubo,-49.282104190983,-25.384682305741,ABRANCHES
423933,2020-04-12,Furto e Roubo,-49.259954093604,-25.419837359219,ALTO DA GLORIA
429142,2020-04-12,Furto e Roubo,-49.242755076196005,-25.490772178809,BOQUEIRAO
429254,2020-04-12,Furto e Roubo,-49.239307173278,-25.530042829478997,ALTO BOQUEIRAO
429291,2020-04-12,Furto e Roubo,-49.24659786858499,-25.496968732021,BOQUEIRAO
429694,2020-04-12,Furto e Roubo,-49.22255458339,-25.518066317821997,BOQUEIRAO
429741,2020-04-12,Furto e Roubo,-49.231142249464,-25.500707726011,BOQUEIRAO
430829,2020-04-12,Furto e Roubo,-49.227331880256,-25.522378771774,BOQUEIRAO
485761,2020-04-12,Furto e Roubo,-49.247743088304006,-25.431268537111002,CRISTO REI
688158,2020-04-12,Furto e Roubo,-49.28130222767201,-25.544018236959,SITIO CERCADO
919805,2020-04-12,Furto e Roubo,-49.296026723575004,-25.499286939815,CAPAO RASO
1105336,2020-04-13,Furto e Roubo,-49.256613507895004,-25.431939471059,CRISTO REI
394301,2020-04-13,Furto e Roubo,-49.334779152805005,-25.397225880275997,SANTA FELICIDADE
394425,2020-04-13,Furto e Roubo,-49.295682013388,-25.497726605145,PINHEIRINHO
394535,2020-04-13,Furto e Roubo,-49.27183189587,-25.411491623342,BOM RETIRO
394888,2020-04-13,Furto e Roubo,-49.291674924188996,-25.429921731167997,BIGORRILHO
395105,2020-04-13,Furto e Roubo,-49.249759386311,-25.422917936072,HUGO LANGE
395337,2020-04-13,Furto e Roubo,-49.275194190265,-25.453458550001997,AGUA VERDE
395472,2020-04-13,Furto e Roubo,-49.285612529633,-25.439506467618,BATEL
395702,2020-04-13,Furto e Roubo,-49.342001651807,-25.392923899229,BUTIATUVINHA
395758,2020-04-13,Furto e Roubo,-49.234135759569,-25.529121780203,ALTO BOQUEIRAO
395791,2020-04-13,Furto e Roubo,-49.365879773069,-25.431922168398,CIDADE INDUSTRIAL
395890,2020-04-13,Furto e Roubo,-49.277538468446,-25.51428206109,XAXIM
395938,2020-04-13,Furto e Roubo,-49.286326599804,-25.488903079801997,NOVO MUNDO
396054,2020-04-13,Furto e Roubo,-49.228820231376,-25.515163015448,BOQUEIRAO
396123,2020-04-13,Furto e Roubo,-49.276721990930994,-25.429162989195,CENTRO
396162,2020-04-13,Furto e Roubo,-49.241735683283004,-25.539506392332,ALTO BOQUEIRAO
396168,2020-04-13,Furto e Roubo,-49.271212385832996,-25.441052263999,BATEL
396255,2020-04-13,Furto e Roubo,-49.333318309911,-25.571524810079,TATUQUARA
396257,2020-04-13,Furto e Roubo,-49.286795889041,-25.434272415341,AGUA VERDE
396336,2020-04-13,Furto e Roubo,-49.261652832203,-25.571575275689,GANCHINHO
396379,2020-04-13,Furto e Roubo,-49.277956069589,-25.425621369291,BIGORRILHO
396380,2020-04-13,Furto e Roubo,-49.267509691406005,-25.428522605735,CENTRO
396412,2020-04-13,Furto e Roubo,-49.256613507895004,-25.431939471059,CRISTO REI
396644,2020-04-13,Furto e Roubo,-49.27193994166,-25.471998759508,GUAIRA
396645,2020-04-13,Furto e Roubo,-49.23758125883099,-25.50139271367,BOQUEIRAO
396689,2020-04-13,Furto e Roubo,-49.275172200404995,-25.431219485031,CAMPINA DO SIQUEIRA
396768,2020-04-13,Furto e Roubo,-49.252952315259,-25.437148169632,GUABIROTUBA
396827,2020-04-13,Furto e Roubo,-49.277545472646,-25.436986259414,CENTRO
396872,2020-04-13,Furto e Roubo,-49.279646136609,-25.385376676841997,PILARZINHO
396964,2020-04-13,Furto e Roubo,-49.304043103448,-25.511980438463997,CAPAO RASO
397291,2020-04-13,Furto e Roubo,-49.290235823928,-25.508746191063,PINHEIRINHO
397296,2020-04-13,Furto e Roubo,-49.323228116511004,-25.437514974782,MOSSUNGUE
397334,2020-04-13,Furto e Roubo,-49.295985340021,-25.486311950897,NOVO MUNDO
397355,2020-04-13,Furto e Roubo,-49.27512865863,-25.435516198475998,CENTRO
397446,2020-04-13,Furto e Roubo,-49.295564047501,-25.518914852486,PINHEIRINHO
397497,2020-04-13,Furto e Roubo,-49.277335408288,-25.495215111097004,CAPAO RASO
397567,2020-04-13,Furto e Roubo,-49.258920173568,-25.392232806634997,BOA VISTA
397602,2020-04-13,Furto e Roubo,-49.29802318887,-25.440125042388,BIGORRILHO
397603,2020-04-13,Furto e Roubo,-49.274456132630995,-25.437009394074,REBOUCAS
397649,2020-04-13,Furto e Roubo,-49.275647296003,-25.433235866332,CENTRO
398138,2020-04-13,Furto e Roubo,-49.26407263292499,-25.427168746706,CENTRO
398149,2020-04-13,Furto e Roubo,-49.293854352877,-25.468600873383004,PORTAO
398285,2020-04-13,Furto e Roubo,-49.345953909102,-25.482617471014,CIDADE INDUSTRIAL
398297,2020-04-13,Furto e Roubo,-49.345953909102,-25.482617471014,CIDADE INDUSTRIAL
398596,2020-04-13,Furto e Roubo,-49.264323030225,-25.426469056908,CENTRO
398677,2020-04-13,Furto e Roubo,-49.297659863804,-25.427412470402004,BIGORRILHO
398755,2020-04-13,Furto e Roubo,-49.256375953146,-25.41051781346,JUVEVE
398779,2020-04-13,Furto e Roubo,-49.338065714317,-25.585319598695,CAMPO DE SANTANA
398820,2020-04-13,Furto e Roubo,-49.258012322385,-25.459514709743,PAROLIN
398866,2020-04-13,Furto e Roubo,-49.273886918672,-25.436686416885,CENTRO
398887,2020-04-13,Furto e Roubo,-49.330768988176004,-25.402624928024,SANTA FELICIDADE
398899,2020-04-13,Furto e Roubo,-49.294289473444,-25.5439693611,SITIO CERCADO
398908,2020-04-13,Furto e Roubo,-49.193717640197,-25.463115387786,CAJURU
398914,2020-04-13,Furto e Roubo,-49.287827096937,-25.442348594777002,BATEL
398937,2020-04-13,Furto e Roubo,-49.295750693297,-25.477292481378,PORTAO
399018,2020-04-13,Furto e Roubo,-49.330409478738005,-25.56714920876,TATUQUARA
399116,2020-04-13,Furto e Roubo,-49.314221093542,-25.479118550821,PORTAO
399120,2020-04-13,Furto e Roubo,-49.313763199217995,-25.583372411106,PAROLIN
399131,2020-04-13,Furto e Roubo,-49.25635528547,-25.435329978979002,CENTRO
399163,2020-04-13,Furto e Roubo,-49.295538344173,-25.520374777201,PINHEIRINHO
399211,2020-04-13,Furto e Roubo,-49.295544571333,-25.519959366648997,PINHEIRINHO
399254,2020-04-13,Furto e Roubo,-49.264581030148,-25.469843755693997,GUAIRA
399259,2020-04-13,Furto e Roubo,-49.232941668569005,-25.488216341689,BOQUEIRAO
399334,2020-04-13,Furto e Roubo,-49.232941668569005,-25.488216341689,BOQUEIRAO
399435,2020-04-13,Furto e Roubo,-49.234541191408006,-25.464853860593,UBERABA
399549,2020-04-13,Furto e Roubo,-49.230475317105,-25.429559871164997,TARUMA
399689,2020-04-13,Furto e Roubo,-49.263028221487,-25.532907460938002,SITIO CERCADO
399744,2020-04-13,Furto e Roubo,-49.29441562221599,-25.471201388059,PORTAO
399915,2020-04-13,Furto e Roubo,-49.25581696544501,-25.534286220324002,SITIO CERCADO
399937,2020-04-13,Furto e Roubo,-49.314453870029,-25.436640250162,MOSSUNGUE
400088,2020-04-13,Furto e Roubo,-49.26543480043,-25.424595501879,CENTRO
400105,2020-04-13,Furto e Roubo,-49.246409228472004,-25.456542698153,GUABIROTUBA
400115,2020-04-13,Furto e Roubo,-49.2755952557,-25.495785730003,XAXIM
400186,2020-04-13,Furto e Roubo,-49.280903931945,-25.462111603547,AGUA VERDE
400203,2020-04-13,Furto e Roubo,-49.253735412245,-25.531580812989997,BOQUEIRAO
400227,2020-04-13,Furto e Roubo,-49.315236586287,-25.468032792286,PORTAO
400374,2020-04-13,Furto e Roubo,-49.274090448534004,-25.457932732697,AGUA VERDE
400462,2020-04-13,Furto e Roubo,-49.26662191222201,-25.387996989113002,SAO LOURENCO
400529,2020-04-13,Furto e Roubo,-49.243853114965,-25.443777692222,JARDIM BOTANICO
400735,2020-04-13,Furto e Roubo,-49.353303349209995,-25.43052168874,CAMPO COMPRIDO
400850,2020-04-13,Furto e Roubo,-49.255704387214,-25.554807459356,SITIO CERCADO
400851,2020-04-13,Furto e Roubo,-49.345953909102,-25.482617471014,FAZENDINHA
400976,2020-04-13,Furto e Roubo,-49.232941668569005,-25.488216341689,BOQUEIRAO
400984,2020-04-13,Furto e Roubo,-49.229741344012005,-25.441962331901998,CAJURU
401021,2020-04-13,Furto e Roubo,-49.278534827874005,-25.479512183347996,LINDOIA
